Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,FavoriteCountry,Churned
13586,177,1,127.28,6.364,38,20,United Kingdom,1
13587,85,3,437.8,24.322222222222223,186,17,United Kingdom,0
13589,85,4,741.09,23.906129032258065,179,29,United Kingdom,0
13590,11,12,3726.5,12.218032786885246,2389,221,United Kingdom,0
13591,71,4,976.81,22.716511627906975,365,42,United Kingdom,0
13593,23,9,3481.4100000000003,12.389359430604983,1451,174,United Kingdom,0
13594,121,1,136.35000000000002,19.47857142857143,37,7,United Kingdom,1
13595,152,3,784.48,5.485874125874126,341,114,United Kingdom,1
13597,36,2,396.71,23.335882352941177,231,17,United Kingdom,0
13598,131,4,601.92,10.559999999999999,341,46,United Kingdom,1
13599,2,13,3731.44,25.383945578231295,2106,97,United Kingdom,0
13600,270,1,187.6,9.873684210526315,129,19,United Kingdom,1
13601,28,2,452.27,5.320823529411764,289,76,United Kingdom,0
13602,17,3,596.28,17.036571428571428,271,29,United Kingdom,0
13604,294,1,522.62,27.506315789473685,142,19,United Kingdom,1
13605,23,2,483.67,9.301346153846154,365,49,United Kingdom,0
13607,38,1,400.3,16.679166666666667,178,24,United Kingdom,0
13608,176,1,232.05,6.825,110,31,United Kingdom,1
13609,229,1,167.35,23.907142857142855,19,7,United Kingdom,1
13610,23,7,1021.38,5.550978260869565,381,157,United Kingdom,0
13611,10,7,2143.53,13.919025974025976,1234,122,United Kingdom,0
13612,268,1,818.29,16.3658,444,50,United Kingdom,1
13613,88,5,1039.8500000000001,17.62457627118644,445,50,United Kingdom,0
13614,29,2,747.28,10.830144927536232,257,67,United Kingdom,0
13615,35,7,5854.84,17.019883720930235,2721,244,United Kingdom,0
13616,204,2,283.85,8.110000000000001,172,31,United Kingdom,1
13617,44,5,734.57,11.659841269841271,293,31,United Kingdom,0
13619,180,2,224.94,4.998666666666667,79,39,United Kingdom,1
13620,164,1,52.34,13.085,26,4,United Kingdom,1
13622,332,1,658.95,20.5921875,379,32,United Kingdom,1
13623,16,5,1697.16,8.278829268292684,660,152,United Kingdom,0
13624,24,1,328.52,17.290526315789474,184,19,United Kingdom,0
13625,232,1,301.26,14.345714285714285,144,21,United Kingdom,1
13626,15,1,449.81,17.9924,189,25,United Kingdom,0
13627,124,2,607.43,16.417027027027025,363,37,United Kingdom,1
13628,312,1,310.14,19.38375,106,16,United Kingdom,1
13632,30,3,1526.88,20.358400000000003,602,63,United Kingdom,0
13634,10,11,3466.25,13.383204633204633,1342,153,United Kingdom,0
13635,78,3,1868.13,18.87,1159,88,United Kingdom,0
13639,72,1,312.93,16.47,197,19,United Kingdom,0
13640,247,1,405.0,101.25,108,4,United Kingdom,1
13641,276,5,790.15,22.575714285714284,438,34,United Kingdom,1
13642,68,3,159.92,3.3316666666666666,80,41,United Kingdom,0
13643,18,7,1637.33,22.12608108108108,629,57,United Kingdom,0
13646,35,2,326.25,5.625,79,58,United Kingdom,0
13647,130,4,991.6800000000001,17.708571428571428,560,46,United Kingdom,1
13648,36,8,1764.02,16.641698113207546,960,95,United Kingdom,0
13649,2,5,1284.72,12.976969696969697,662,89,United Kingdom,0
13650,10,4,1451.66,19.100789473684213,824,62,United Kingdom,0
13651,17,1,132.65,16.58125,29,8,United Kingdom,0
13652,4,3,1447.93,15.403510638297872,896,89,United Kingdom,0
13653,123,1,152.2,16.91111111111111,72,9,United Kingdom,1
13654,16,5,3433.63,22.01044871794872,2172,126,United Kingdom,0
13655,10,4,1306.74,21.076451612903227,572,54,United Kingdom,0
13656,135,2,699.2,18.400000000000002,372,38,United Kingdom,1
13658,19,4,3325.25,26.183070866141733,1044,90,United Kingdom,0
13659,52,10,3266.96,19.33112426035503,1549,135,United Kingdom,0
13660,36,1,306.64,7.6659999999999995,136,39,United Kingdom,0
13661,239,1,325.24,19.131764705882354,118,17,United Kingdom,1
13662,21,8,1352.35,16.09940476190476,636,77,United Kingdom,0
13663,16,4,1776.44,21.148095238095237,706,74,United Kingdom,0
13665,22,3,1557.14,16.390947368421052,1032,86,United Kingdom,0
13666,56,2,43.25,6.178571428571429,13,7,United Kingdom,0
13668,19,14,5421.37,19.15678445229682,1606,185,United Kingdom,0
13669,43,1,135.0,33.75,108,4,United Kingdom,0
13671,30,1,172.6,2.696875,95,61,United Kingdom,0
13672,366,1,233.53,19.460833333333333,81,12,United Kingdom,1
13674,68,1,240.68,17.19142857142857,102,14,United Kingdom,0
13676,175,2,243.9,18.76153846153846,104,13,United Kingdom,1
13677,40,2,551.24,5.200377358490566,217,98,United Kingdom,0
13679,129,3,281.26,5.6251999999999995,102,44,United Kingdom,1
13680,107,8,4975.35,11.490415704387992,2036,242,United Kingdom,1
13683,93,1,258.6,25.860000000000003,180,10,United Kingdom,1
13684,26,3,529.75,6.705696202531645,196,58,United Kingdom,0
13686,16,2,337.04,12.963076923076924,308,23,United Kingdom,0
13688,271,1,190.5,63.5,30,3,United Kingdom,1
13689,80,1,19.5,19.5,10,1,United Kingdom,0
13691,32,1,212.78,3.9403703703703705,145,54,United Kingdom,0
13692,44,2,1367.36,34.184,707,40,United Kingdom,0
13693,10,9,1981.5800000000002,19.053653846153846,784,77,United Kingdom,0
13694,9,48,14295.97,72.20186868686868,4900,166,United Kingdom,0
13695,213,1,71.39999999999999,17.849999999999998,60,4,United Kingdom,1
13696,57,3,1236.4,58.87619047619048,344,21,United Kingdom,0
13698,232,2,451.73,11.887631578947369,227,31,United Kingdom,1
13699,186,1,455.57,19.807391304347824,153,23,United Kingdom,1
13700,53,3,307.18,6.981363636363636,407,39,United Kingdom,0
13701,82,1,161.0,17.88888888888889,80,9,United Kingdom,0
13702,81,1,135.18,27.036,74,5,United Kingdom,0
13703,51,1,326.06,9.057222222222222,118,35,United Kingdom,0
13705,9,5,1323.47,23.63339285714286,646,43,United Kingdom,0
13706,262,1,300.38,16.68777777777778,112,18,United Kingdom,1
13707,65,3,2204.85,21.83019801980198,1439,99,United Kingdom,0
13709,82,5,1263.7,17.55138888888889,614,64,United Kingdom,0
13710,59,2,329.04,47.00571428571429,160,7,United Kingdom,0
13711,42,7,1499.72,19.73315789473684,519,68,United Kingdom,0
13712,246,1,265.54,15.620000000000001,116,17,United Kingdom,1
13713,44,3,740.76,9.2595,284,70,United Kingdom,0
13714,101,1,161.35,5.378333333333333,50,30,United Kingdom,1
13715,8,13,6661.42,16.013028846153848,3697,233,United Kingdom,0
13717,93,2,304.37,14.493809523809524,137,20,United Kingdom,1
13719,29,6,1741.4,9.26276595744681,979,149,United Kingdom,0
13721,31,1,217.39999999999998,15.528571428571427,196,14,United Kingdom,0
13722,56,7,3045.2000000000003,31.073469387755104,1174,81,United Kingdom,0
13723,28,5,934.23,18.31823529411765,502,45,United Kingdom,0
13724,273,1,213.01,5.071666666666666,130,39,United Kingdom,1
13727,247,6,740.6700000000001,11.756666666666668,206,55,United Kingdom,1
13728,23,10,1839.03,18.208217821782178,811,56,United Kingdom,0
13729,71,3,698.33,18.377105263157897,371,35,United Kingdom,0
13733,46,2,462.71000000000004,16.525357142857143,271,27,United Kingdom,0
13734,144,3,754.19,30.167600000000004,132,24,United Kingdom,1
13735,12,9,6879.2300000000005,15.21953539823009,3007,272,United Kingdom,0
13736,61,5,2022.67,5.556785714285715,1053,225,United Kingdom,0
13738,32,1,434.78000000000003,4.885168539325843,237,88,United Kingdom,0
13739,163,1,75.3,25.099999999999998,22,3,United Kingdom,1
13740,51,4,1232.02,17.35239436619718,562,62,United Kingdom,0
13745,182,1,414.32,14.797142857142857,446,28,United Kingdom,1
13746,49,1,176.69,19.63222222222222,83,9,United Kingdom,0
13747,9,2,169.8,33.96,60,4,United Kingdom,0
13748,18,4,952.9,32.85862068965517,525,22,United Kingdom,0
13750,49,4,1060.68,23.570666666666668,374,34,United Kingdom,0
13752,163,1,404.45000000000005,21.286842105263162,131,19,United Kingdom,1
13753,234,3,1266.91,28.793409090909094,818,36,United Kingdom,1
13754,73,1,164.45,18.272222222222222,101,9,United Kingdom,0
13756,21,9,2824.67,14.411581632653062,1566,103,United Kingdom,0
13757,310,1,195.55,24.44375,54,8,United Kingdom,1
13758,2,10,5337.71,29.328076923076924,2464,144,United Kingdom,0
13760,40,3,1076.85,17.368548387096773,426,53,United Kingdom,0
13761,138,4,881.52,16.95230769230769,437,50,United Kingdom,1
13762,285,2,231.60000000000002,33.08571428571429,120,7,United Kingdom,1
13763,53,2,1028.64,85.72000000000001,240,12,United Kingdom,0
13764,205,3,1345.6,8.41,998,138,United Kingdom,1
13765,289,1,308.661,20.5774,105,15,United Kingdom,1
13766,131,1,190.35,11.197058823529412,137,16,United Kingdom,1
13767,5,38,13806.35,37.11384408602151,4307,95,United Kingdom,0
13768,362,2,875.97,26.544545454545457,373,30,United Kingdom,1
13769,3,11,2439.4300000000003,16.940486111111113,1027,80,United Kingdom,0
13770,72,2,397.77,9.040227272727272,204,44,United Kingdom,0
13771,169,5,2845.25,30.594086021505376,1327,82,United Kingdom,1
13772,36,5,1977.39,5.018756345177665,906,290,United Kingdom,0
13773,32,2,301.54,15.870526315789474,174,19,United Kingdom,0
13775,226,1,1049.66,16.661269841269842,455,63,United Kingdom,1
13776,64,2,623.98,311.99,2,1,United Kingdom,0
13777,9,23,4000.56,45.46090909090909,1751,25,United Kingdom,0
13778,127,3,793.15,23.32794117647059,297,27,United Kingdom,1
13779,151,1,161.13,5.967777777777777,53,27,United Kingdom,1
13780,43,1,372.06,9.074634146341463,161,35,United Kingdom,0
13781,228,2,650.99,16.27475,270,39,United Kingdom,1
13782,89,7,877.22,7.01776,274,106,United Kingdom,0
13784,70,3,244.4,30.55,70,6,United Kingdom,0
13785,64,4,542.49,18.083000000000002,151,26,United Kingdom,0
13786,3,6,3009.79,26.401666666666667,1407,79,United Kingdom,0
13787,94,4,876.98,16.54679245283019,565,48,United Kingdom,1
13788,141,1,3.75,3.75,1,1,United Kingdom,1
13789,24,1,239.46,13.303333333333335,258,18,United Kingdom,0
13792,58,1,188.4,18.84,64,10,United Kingdom,0
13793,282,1,96.0,13.714285714285714,52,7,United Kingdom,1
13794,182,1,126.03,14.003333333333334,63,9,United Kingdom,1
13795,24,4,375.59999999999997,18.779999999999998,276,19,United Kingdom,0
13796,135,1,289.7,13.168181818181818,218,22,United Kingdom,1
13797,72,3,1179.45,15.121153846153847,573,71,United Kingdom,0
13798,11,42,7667.56,66.6744347826087,1885,37,United Kingdom,0
13799,80,7,1718.23,27.713387096774195,657,40,United Kingdom,0
13800,66,2,859.64,23.233513513513515,416,37,United Kingdom,0
13802,10,16,9799.31,32.34095709570957,3439,177,United Kingdom,0
13803,67,2,1001.36,16.689333333333334,566,58,United Kingdom,0
13804,71,2,572.73,17.8978125,335,32,United Kingdom,0
13807,3,3,422.2,16.887999999999998,116,24,United Kingdom,0
13809,30,2,246.25,20.520833333333332,60,12,Cyprus,0
13813,163,4,1364.53,18.951805555555556,644,48,Germany,1
13814,163,1,678.2,30.827272727272728,350,22,Germany,1
13815,42,4,3198.3,18.381034482758622,1813,119,Germany,0
13818,65,1,61.28,12.256,60,5,United Kingdom,0
13819,305,3,1298.0,21.633333333333333,744,33,United Kingdom,1
13820,54,3,652.75,7.334269662921348,285,68,United Kingdom,0
13821,29,4,993.44,6.851310344827587,324,132,United Kingdom,0
13823,16,5,2344.9900000000002,19.221229508196725,1077,91,United Kingdom,0
13824,15,7,1428.32,26.94943396226415,624,34,United Kingdom,0
13825,257,2,230.39,5.907435897435897,122,37,United Kingdom,1
13829,57,1,102.0,102.0,12,1,United Kingdom,0
13830,217,1,156.85000000000002,14.259090909090911,47,11,United Kingdom,1
13831,5,12,2511.73,25.1173,770,75,United Kingdom,0
13832,58,1,436.49,8.729800000000001,272,49,United Kingdom,0
13833,40,1,316.56,19.785,126,16,United Kingdom,0
13834,212,2,235.15,16.79642857142857,53,13,United Kingdom,1
13835,155,3,260.7,16.29375,78,15,United Kingdom,1
13836,35,2,620.37,20.011935483870968,273,29,United Kingdom,0
13838,5,7,1245.91,4.3411498257839725,520,242,United Kingdom,0
13839,122,1,139.95000000000002,19.992857142857144,25,7,United Kingdom,1
13840,52,1,651.4,16.285,358,40,United Kingdom,0
13842,2,10,2244.29,15.062348993288591,1111,113,United Kingdom,0
13843,17,1,319.75,17.76388888888889,145,18,United Kingdom,0
13846,35,1,442.73,17.028076923076924,317,26,United Kingdom,0
13847,355,1,310.72,16.353684210526318,96,19,United Kingdom,1
13849,33,3,1911.19,16.196525423728815,819,107,United Kingdom,0
13851,15,5,1777.4,30.644827586206898,724,45,United Kingdom,0
13852,246,1,187.35000000000002,17.031818181818185,85,11,United Kingdom,1
13854,1,15,3089.0,47.52307692307692,926,33,United Kingdom,0
13855,136,4,1215.7,16.884722222222223,519,63,United Kingdom,1
13856,99,8,548.57,15.238055555555556,251,27,United Kingdom,1
13857,29,6,960.21,7.560708661417324,734,99,United Kingdom,0
13859,165,1,314.7,39.3375,38,8,United Kingdom,1
13861,65,2,273.26,13.012380952380951,225,21,United Kingdom,0
13862,25,1,346.73,16.510952380952382,239,21,United Kingdom,0
13863,101,3,933.77,18.6754,329,43,United Kingdom,1
13869,17,6,4903.14,9.199136960600375,2545,358,United Kingdom,0
13870,23,7,2231.94,18.75579831932773,1716,82,United Kingdom,0
13871,64,4,1482.6000000000001,22.463636363636365,696,48,United Kingdom,0
13872,163,3,919.57,16.13280701754386,339,51,United Kingdom,1
13873,19,5,631.08,17.53,284,35,United Kingdom,0
13874,140,6,1508.7,29.58235294117647,684,33,United Kingdom,1
13875,23,9,3027.58,18.238433734939758,1756,114,United Kingdom,0
13877,106,2,277.72,16.336470588235297,178,17,United Kingdom,1
13878,183,3,1104.53,16.73530303030303,416,58,United Kingdom,1
13879,281,1,395.5,15.82,204,25,United Kingdom,1
13880,3,5,1171.89,18.31078125,747,50,United Kingdom,0
13881,58,16,8563.96,66.38728682170542,2458,76,United Kingdom,0
13883,39,10,3544.7400000000002,20.851411764705883,1956,132,United Kingdom,0
13884,12,5,1037.43,8.43439024390244,452,87,United Kingdom,0
13888,40,5,1405.92,10.650909090909092,541,96,United Kingdom,0
13889,18,5,1574.3300000000002,23.151911764705886,833,50,United Kingdom,0
13890,10,4,1043.57,16.564603174603175,561,48,United Kingdom,0
13891,14,3,859.21,8.678888888888888,476,97,United Kingdom,0
13892,211,1,12.6,12.6,6,1,United Kingdom,1
13895,151,2,1415.45,20.81544117647059,695,67,United Kingdom,1
13896,261,1,388.55,18.502380952380953,149,21,United Kingdom,1
13897,74,2,821.72,20.543,524,40,United Kingdom,0
13898,47,1,530.47,15.602058823529413,411,34,United Kingdom,0
13900,25,3,793.32,15.55529411764706,436,46,United Kingdom,0
13901,10,10,2677.14,17.161153846153844,1365,143,United Kingdom,0
13902,360,1,429.66,61.38,94,7,Denmark,1
13903,36,1,165.45000000000002,16.545,103,10,United Kingdom,0
13905,368,1,312.65,26.054166666666664,135,12,United Kingdom,1
13907,327,1,136.8,34.2,68,4,United Kingdom,1
13909,59,2,270.25,7.304054054054054,241,35,United Kingdom,0
13911,15,11,1263.12,15.594074074074072,844,63,United Kingdom,0
13912,59,1,124.95,17.85,29,7,United Kingdom,0
13913,142,1,42.22,14.073333333333332,10,3,United Kingdom,1
13915,30,1,70.80000000000001,35.400000000000006,24,2,United Kingdom,0
13916,99,4,1275.81,17.240675675675675,673,72,United Kingdom,1
13919,60,2,935.55,19.90531914893617,563,43,Denmark,0
13920,67,4,1277.2,17.9887323943662,976,68,United Kingdom,0
13921,38,4,730.7,16.606818181818184,210,36,United Kingdom,0
13922,73,2,557.65,26.554761904761904,281,21,United Kingdom,0
13927,73,1,318.95,17.719444444444445,153,18,United Kingdom,0
13929,52,9,1864.73,42.380227272727275,751,35,United Kingdom,0
13931,28,9,3872.4900000000002,18.440428571428573,2139,168,United Kingdom,0
13935,232,3,4019.3,64.82741935483871,1030,56,United Kingdom,1
13936,18,2,563.08,17.063030303030303,331,31,United Kingdom,0
13937,38,1,711.2,16.163636363636364,416,44,United Kingdom,0
13939,67,4,992.41,15.267846153846154,761,52,United Kingdom,0
13941,8,9,2088.38,58.010555555555555,674,21,United Kingdom,0
13943,213,1,246.54000000000002,16.436,94,15,United Kingdom,1
13944,289,1,200.43,5.726571428571429,153,35,United Kingdom,1
13945,30,2,854.1500000000001,16.748039215686276,413,49,United Kingdom,0
13946,12,3,737.5,18.91025641025641,274,37,United Kingdom,0
13948,47,3,446.76,21.274285714285714,208,20,United Kingdom,0
13952,16,12,8228.81,33.0474297188755,3064,170,United Kingdom,0
13955,11,1,200.95,3.9401960784313723,70,51,United Kingdom,0
13957,53,3,458.25,16.97222222222222,157,21,United Kingdom,0
13958,15,8,4184.11,19.10552511415525,1736,168,United Kingdom,0
13959,35,3,470.73,7.025820895522388,339,56,United Kingdom,0
13961,28,1,538.4,28.336842105263155,226,19,United Kingdom,0
13962,71,1,193.25,16.104166666666668,73,12,United Kingdom,0
13963,3,14,2163.01,16.767519379844963,1169,99,United Kingdom,0
13964,23,2,438.9,18.287499999999998,228,22,United Kingdom,0
13965,112,3,894.85,38.90652173913043,329,22,United Kingdom,1
13966,71,1,263.3,13.857894736842105,184,19,United Kingdom,0
13967,32,1,85.6,21.4,24,4,United Kingdom,0
13968,59,1,123.66,15.4575,174,8,United Kingdom,0
13969,1,18,4266.88,9.078468085106383,2245,240,United Kingdom,0
13970,22,2,359.35,32.66818181818182,133,10,United Kingdom,0
13971,59,6,1854.5900000000001,17.832596153846154,1144,85,United Kingdom,0
13974,218,1,264.13,17.608666666666668,107,15,United Kingdom,1
13975,29,6,2780.04,6.830565110565111,2115,290,United Kingdom,0
13976,142,3,834.38,18.13869565217391,298,43,United Kingdom,1
13977,47,1,519.8100000000001,39.98538461538462,303,13,United Kingdom,0
13979,29,6,2494.94,7.381479289940828,1559,308,United Kingdom,0
13980,75,4,568.68,10.936153846153845,291,47,United Kingdom,0
13981,51,1,322.02,15.334285714285713,186,21,United Kingdom,0
13982,1,6,2184.68,16.182814814814815,1422,87,United Kingdom,0
13983,2,10,3706.78,16.697207207207207,2230,179,United Kingdom,0
13984,2,8,1034.49,13.61171052631579,694,47,United Kingdom,0
13985,10,7,2948.13,22.67792307692308,1431,81,United Kingdom,0
13987,15,2,682.54,14.837826086956522,492,46,United Kingdom,0
13988,19,2,609.84,9.997377049180328,341,54,United Kingdom,0
13989,100,3,670.46,17.19128205128205,582,29,United Kingdom,1
13992,16,2,142.7,23.78333333333333,90,5,United Kingdom,0
13993,15,10,3309.35,23.638214285714284,1235,80,United Kingdom,0
13995,15,9,2480.48,17.468169014084506,1384,104,United Kingdom,0
13996,22,2,802.1600000000001,25.067500000000003,469,28,United Kingdom,0
13997,155,3,376.46,8.55590909090909,143,36,United Kingdom,1
13998,82,3,566.7,18.280645161290323,204,30,United Kingdom,0
13999,10,17,5550.05,21.595525291828796,2680,131,United Kingdom,0
14000,50,4,1081.28,38.61714285714286,612,22,United Kingdom,0
14001,9,7,2283.01,31.708472222222227,863,42,United Kingdom,0
14003,368,1,199.32999999999998,13.288666666666666,101,15,United Kingdom,1
14004,29,4,1655.65,23.994927536231884,709,60,United Kingdom,0
14006,164,4,536.8,14.126315789473683,460,32,United Kingdom,1
14007,148,1,79.48,15.896,16,5,United Kingdom,1
14008,68,1,509.04,15.9075,326,32,United Kingdom,0
14009,98,1,306.86,12.2744,250,25,United Kingdom,1
14010,201,2,445.15,18.547916666666666,177,20,United Kingdom,1
14011,116,2,395.9,14.139285714285714,452,28,United Kingdom,1
14013,16,2,611.55,17.98676470588235,313,30,United Kingdom,0
14014,12,2,1309.59,38.51735294117647,492,34,United Kingdom,0
14016,32,7,6587.6,23.95490909090909,2805,236,EIRE,0
14017,207,1,229.75,16.410714285714285,73,14,United Kingdom,1
14018,281,1,341.95,28.495833333333334,164,12,United Kingdom,1
14020,112,2,606.21,18.37,207,29,United Kingdom,1
14021,10,4,1029.96,15.605454545454545,590,62,United Kingdom,0
14022,122,1,352.15000000000003,18.534210526315793,194,19,United Kingdom,1
14024,26,1,318.04,17.66888888888889,88,18,United Kingdom,0
14025,100,8,3487.1800000000003,39.62704545454546,1338,57,United Kingdom,1
14026,106,2,713.11,14.2622,427,43,United Kingdom,1
14030,2,14,5707.76,9.41874587458746,2664,460,United Kingdom,0
14031,1,26,18142.53,37.40727835051546,4555,199,United Kingdom,0
14032,2,6,1700.44,18.089787234042554,1164,50,United Kingdom,0
14035,42,4,1204.49,15.642727272727273,570,42,United Kingdom,0
14037,114,4,653.27,7.77702380952381,448,74,United Kingdom,1
14038,33,2,1509.5,21.8768115942029,743,54,United Kingdom,0
14039,211,1,38.76,12.92,28,3,United Kingdom,1
14040,22,23,8785.17,16.002131147540982,3236,265,United Kingdom,0
14042,361,1,431.98,20.570476190476192,180,21,United Kingdom,1
14043,127,2,302.59999999999997,7.380487804878048,152,37,United Kingdom,1
14044,54,6,2297.72,3.7240194489465153,1160,444,United Kingdom,0
14045,165,4,918.0,229.5,108,2,United Kingdom,1
14047,8,10,2908.5,22.546511627906977,1124,86,United Kingdom,0
14048,18,2,338.76,6.049285714285714,179,55,United Kingdom,0
14049,23,9,6902.94,12.217592920353981,3781,360,United Kingdom,0
14051,2,15,6598.25,57.87938596491228,1775,52,United Kingdom,0
14052,26,1,241.3,3.7123076923076925,85,65,United Kingdom,0
14053,33,2,68.25,22.75,45,2,United Kingdom,0
14055,213,2,587.0,32.611111111111114,168,18,United Kingdom,1
14057,17,5,1855.28,11.817070063694267,1211,119,United Kingdom,0
14058,98,2,469.19,19.549583333333334,211,23,United Kingdom,1
14060,2,12,1852.8600000000001,38.60125,1221,34,United Kingdom,0
14061,360,2,553.43,30.74611111111111,81,17,United Kingdom,1
14062,10,11,6807.42,38.899542857142855,2273,106,United Kingdom,0
14063,74,6,14639.24,1463.924,140,9,United Kingdom,0
14064,66,10,1578.92,10.319738562091503,1266,88,United Kingdom,0
14065,25,3,870.86,18.142916666666668,534,41,United Kingdom,0
14068,239,3,1250.8700000000001,14.891309523809525,437,73,United Kingdom,1
14069,150,2,225.81,5.507560975609756,58,37,United Kingdom,1
14070,320,1,321.6,7.843902439024391,85,40,United Kingdom,1
14072,302,1,390.85,20.571052631578947,65,19,United Kingdom,1
14074,259,1,118.6,29.65,132,4,United Kingdom,1
14075,39,3,703.81,19.550277777777776,568,34,United Kingdom,0
14077,31,1,115.66,8.26142857142857,108,14,United Kingdom,0
14078,9,4,640.34,6.670208333333334,305,80,United Kingdom,0
14079,318,1,243.63,243.63,1,1,United Kingdom,1
14080,49,4,1070.08,13.545316455696202,220,70,United Kingdom,0
14081,5,9,4330.87,5.698513157894737,2881,437,United Kingdom,0
14082,28,1,231.10999999999999,6.419722222222222,136,36,United Kingdom,0
14083,7,3,373.3,5.332857142857143,207,70,United Kingdom,0
14084,148,1,56.4,18.8,40,3,United Kingdom,1
14085,4,16,5460.43,9.070481727574752,2959,334,United Kingdom,0
14086,98,1,39.95,39.95,1,1,United Kingdom,1
14087,40,2,638.0,4.4,468,126,United Kingdom,0
14088,42,3,9856.09,131.41453333333334,1617,75,United Kingdom,0
14092,10,10,3138.62,19.864683544303798,1492,91,United Kingdom,0
14094,75,1,311.77,7.250465116279069,158,41,United Kingdom,0
14095,358,1,2.95,2.95,1,1,United Kingdom,1
14097,117,2,422.86,10.5715,352,39,United Kingdom,1
14099,11,9,2636.2400000000002,9.763851851851852,1437,164,United Kingdom,0
14101,43,6,1054.06,43.91916666666666,596,11,United Kingdom,0
14104,25,3,486.52,4.305486725663717,376,99,United Kingdom,0
14105,44,4,4342.4400000000005,22.26892307692308,2254,165,United Kingdom,0
14106,373,1,214.8,214.8,24,1,United Kingdom,1
14107,84,4,2011.3500000000001,19.33990384615385,1264,64,United Kingdom,0
14108,367,2,406.25,23.897058823529413,231,17,United Kingdom,1
14110,71,21,5523.68,24.659285714285716,2388,124,United Kingdom,0
14112,87,6,2906.84,17.617212121212123,1828,122,United Kingdom,0
14113,11,9,2827.75,39.27430555555556,1402,51,United Kingdom,0
14114,31,5,977.5600000000001,16.568813559322034,549,58,United Kingdom,0
14115,137,2,373.07,21.94529411764706,269,17,United Kingdom,1
14118,64,1,458.45,30.563333333333333,97,15,United Kingdom,0
14119,11,2,146.89,14.688999999999998,81,10,United Kingdom,0
14122,42,3,362.42,27.87846153846154,114,12,United Kingdom,0
14123,369,1,436.18,18.174166666666668,234,24,United Kingdom,1
14126,80,1,466.33000000000004,16.654642857142857,379,28,United Kingdom,0
14127,16,3,1190.3700000000001,16.306438356164385,507,64,United Kingdom,0
14128,187,1,286.71,15.089999999999998,250,19,United Kingdom,1
14129,35,4,1427.16,25.948363636363638,726,20,United Kingdom,0
14130,11,3,1176.26,7.841733333333333,670,127,United Kingdom,0
14131,284,1,168.22,3.65695652173913,105,45,United Kingdom,1
14133,369,1,305.5,38.1875,50,8,United Kingdom,1
14134,18,15,7233.71,50.94161971830986,2974,107,United Kingdom,0
14135,3,10,1343.1100000000001,16.581604938271607,1087,65,United Kingdom,0
14136,36,5,1522.33,14.924803921568627,932,83,United Kingdom,0
14137,331,1,188.7,26.957142857142856,174,7,United Kingdom,1
14139,126,3,670.98,15.604186046511629,539,29,United Kingdom,1
14142,9,2,671.34,15.257727272727273,518,42,United Kingdom,0
14144,122,1,30.6,30.6,12,1,United Kingdom,1
14145,173,1,12.75,12.75,1,1,United Kingdom,1
14146,19,7,4749.38,19.955378151260504,2703,197,United Kingdom,0
14147,24,6,692.8,36.46315789473684,291,16,United Kingdom,0
14148,50,1,309.09000000000003,22.077857142857145,207,14,United Kingdom,0
14151,309,2,679.45,15.442045454545456,405,44,United Kingdom,1
14152,23,5,1272.73,15.712716049382717,977,73,United Kingdom,0
14153,119,1,233.39999999999998,13.729411764705882,312,17,United Kingdom,1
14154,17,6,4870.28,20.463361344537812,2661,202,United Kingdom,0
14156,7,90,64045.44,29.830200279459714,21109,1015,EIRE,0
14157,25,3,553.8000000000001,14.200000000000001,250,33,United Kingdom,0
14159,15,9,2925.95,4.433257575757575,1962,367,United Kingdom,0
14160,246,6,2907.33,42.754852941176466,1135,57,United Kingdom,1
14161,5,5,2082.26,10.569847715736042,1026,151,United Kingdom,0
14163,98,1,148.71,24.785,57,6,United Kingdom,1
14166,141,2,251.15,4.924509803921569,82,39,United Kingdom,1
14167,100,4,711.7,10.94923076923077,193,32,United Kingdom,1
14168,56,2,370.45,24.696666666666665,147,11,United Kingdom,0
14169,66,2,621.51,9.71109375,205,50,United Kingdom,0
14170,11,3,570.18,3.9322758620689653,270,123,United Kingdom,0
14171,366,1,135.0,22.5,44,6,United Kingdom,1
14172,241,3,369.02,8.386818181818182,78,38,United Kingdom,1
14173,277,2,135.16,33.79,44,3,United Kingdom,1
14175,54,5,4446.5,24.566298342541437,1446,124,United Kingdom,0
14176,3,2,339.11,22.607333333333333,117,14,United Kingdom,0
14177,17,8,1497.73,9.302670807453417,693,116,United Kingdom,0
14180,8,9,1570.73,25.74967213114754,159,44,United Kingdom,0
14181,46,2,308.35,5.929807692307692,120,48,United Kingdom,0
14182,79,4,678.77,13.5754,174,42,United Kingdom,0
14183,47,2,278.34000000000003,8.186470588235295,60,27,United Kingdom,0
14186,63,5,1473.59,14.884747474747474,1238,72,United Kingdom,0
14187,109,1,123.5,15.4375,50,8,United Kingdom,1
14189,4,2,962.5500000000001,20.479787234042554,469,45,United Kingdom,0
14190,302,1,79.9,79.9,2,1,United Kingdom,1
14191,30,2,132.9,22.150000000000002,62,6,United Kingdom,0
14192,24,1,293.74,20.981428571428573,218,14,United Kingdom,0
14193,32,1,356.8,16.21818181818182,208,22,United Kingdom,0
14194,28,14,6941.150000000001,19.069093406593407,3717,240,United Kingdom,0
