StockCode,ProductName,TotalSold,TotalRevenue,AvgPrice,OrderFrequency,UniqueCustomers,AvgDailyDemand,AnnualDemand,EOQ
21460,GREEN EASTER EGG HUNT START POST,70,136.5,1.95,11,11,0.1876675603217158,68.49865951742626,26.0
21461,BLUE EASTER EGG HUNT START POST,69,134.54999999999998,1.95,15,14,0.18498659517426275,67.5201072386059,26.0
21462,"NURSERY A,B,C PAINTED LETTERS",211,1411.45,6.741489361702128,94,83,0.5656836461126006,206.4745308310992,45.0
21463,MIRRORED DISCO BALL ,699,3766.7000000000003,5.7858064516129035,155,113,1.873994638069705,684.0080428954424,83.0
21464,DISCO BALL ROTATOR BATTERY OPERATED,310,1316.5,4.245689655172414,116,85,0.8310991957104558,303.35120643431634,55.0
21465,PINK FLOWER CROCHET FOOD COVER,312,1170.0,3.75,95,77,0.8364611260053619,305.3083109919571,55.0
21466,RED FLOWER CROCHET FOOD COVER,566,2112.9,3.7396103896103896,153,103,1.517426273458445,553.8605898123324,74.0
21467,CHERRY CROCHET FOOD COVER,452,1665.0,3.7316176470588234,134,102,1.2117962466487935,442.30563002680964,67.0
21468,BUTTERFLY CROCHET FOOD COVER,258,967.5,3.75,68,55,0.6916890080428955,252.46648793565683,50.0
21469,POLKA DOT RAFFIA FOOD COVER,417,1533.75,3.7254901960784315,102,82,1.1179624664879357,408.05630026809655,64.0
21470,FLOWER VINE RAFFIA FOOD COVER,545,2043.75,3.75,154,103,1.4611260053619304,533.3109919571045,73.0
21471,STRAWBERRY RAFFIA FOOD COVER,596,2235.0,3.75,137,105,1.5978552278820375,583.2171581769437,76.0
21472,LADYBIRD + BEE RAFFIA FOOD COVER,793,2973.75,3.75,204,144,2.1260053619302948,775.9919571045576,88.0
21473,SWEETHEART CREAM STEEL TABLE RECT,127,2533.65,19.95,68,52,0.34048257372654156,124.27613941018767,35.0
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85,19.95,92,69,0.5442359249329759,198.6461126005362,45.0
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,1,14.95,14.95,1,1,0.002680965147453083,0.9785522788203753,3.0
21476,STEEL SWEETHEART ROUND TABLE CREAM,96,1400.55,14.861607142857142,56,44,0.257372654155496,93.94101876675603,31.0
21477,STRING OF 20 ROSE LIGHTS,112,1320.0,12.5,36,34,0.3002680965147453,109.59785522788204,33.0
21478,SILVER SKULL HOT WATER BOTTLE ,179,662.61,3.745324675324675,76,57,0.47989276139410186,175.1608579088472,42.0
21479,WHITE SKULL HOT WATER BOTTLE ,2001,7317.99,3.732169811320755,415,269,5.3646112600536195,1958.0831099195711,140.0
21480,PINK STRIPE HOT WATER BOTTLE,245,679.5500000000001,2.9192307692307695,38,35,0.6568364611260054,239.74530831099196,49.0
21481,FAWN BLUE HOT WATER BOTTLE,3169,9002.150000000001,2.9279591836734693,486,300,8.495978552278821,3101.0321715817695,176.0
21482,MUSHROOM BLUE HOT WATER BOTTLE,593,1706.15,2.9411764705882355,135,103,1.5898123324396782,580.2815013404826,76.0
21484,CHICK GREY HOT WATER BOTTLE,2606,8546.7,3.419555035128806,423,251,6.986595174262734,2550.107238605898,160.0
21485,RED SPOT HEART HOT WATER BOTTLE,3677,17334.55,4.898252688172043,732,438,9.857908847184987,3598.1367292225204,190.0
21486,PINK HEART DOTS HOT WATER BOTTLE,721,2268.87,3.639940828402367,167,126,1.9329758713136729,705.5361930294906,84.0
21488,RED WHITE SCARF  HOT WATER BOTTLE,1557,5844.150000000001,3.9066666666666667,295,213,4.174262734584451,1523.6058981233246,123.0
21489,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2,3.9500000000000006,6,6,0.04289544235924933,15.656836461126005,13.0
21490,SET OF THREE 50'S GIFT WRAPS ,203,395.84999999999997,1.9499999999999997,32,32,0.5442359249329759,198.6461126005362,45.0
21491,SET OF THREE VINTAGE GIFT WRAPS,1675,3266.25,1.95,204,170,4.490616621983914,1639.0750670241287,128.0
21493, VINTAGE DESIGN GIFT TAGS,199,169.15,0.85,21,21,0.5335120643431636,194.7319034852547,44.0
21494,ROTATING LEAVES T-LIGHT HOLDER,821,1311.95,1.619396551724138,113,84,2.201072386058981,803.3914209115281,90.0
21495,SKULLS WRAP,4665,1955.3,0.41914438502673795,187,130,12.506702412868632,4564.946380697051,214.0
21496,WOODLAND CREATURES  WRAP,25,10.5,0.42,1,1,0.06702412868632708,24.463806970509385,16.0
21497,FANCY FONTS BIRTHDAY WRAP,5802,2430.84,0.418969957081545,233,194,15.554959785522788,5677.560321715818,238.0
21498,RED SPOTS  WRAP ,10052,4217.84,0.41960297766749377,403,296,26.949061662198392,9836.407506702413,314.0
21499,BLUE SPOTS  WRAP,5600,2350.0,0.41964285714285715,224,181,15.013404825737265,5479.892761394101,234.0
21500,PINK SPOTS  WRAP ,6175,2591.5,0.4196761133603239,247,188,16.554959785522787,6042.560321715817,246.0
21503,TOYBOX  WRAP ,975,409.5,0.42,39,36,2.613941018766756,954.088471849866,98.0
21504,SKULLS GREETING CARD,2462,1004.52,0.40677419354838706,185,109,6.600536193029491,2409.195710455764,155.0
21506,"FANCY FONT BIRTHDAY CARD, ",4046,1698.6,0.4197966101694915,293,195,10.847184986595174,3959.2225201072383,199.0
21507,"ELEPHANT, BIRTHDAY CARD, ",3492,1463.76,0.4192996108949416,256,166,9.361930294906166,3417.1045576407505,185.0
21508,VINTAGE KID DOLLY CARD ,3455,1418.7,0.41023255813953485,258,150,9.262734584450403,3380.898123324397,184.0
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3830,1573.32,0.41070422535211265,284,173,10.268096514745308,3747.855227882037,194.0
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8,0.42,2,1,0.10723860589812333,39.14209115281501,20.0
21518,BANK ACCOUNT  GREETING  CARD ,691,288.78,0.41773584905660377,53,44,1.8525469168900803,676.1796246648793,82.0
21519,GIN & TONIC DIET GREETING CARD ,3464,1432.56,0.4124081632653061,244,116,9.28686327077748,3389.7050938337807,184.0
21520,BOOZE & WOMEN GREETING CARD ,469,195.54,0.4168421052631579,38,34,1.257372654155496,458.94101876675603,68.0
21523,FANCY FONT HOME SWEET HOME DOORMAT,2238,15016.72,7.136414342629482,502,234,6.0,2190.0,148.0
21524,SPOTTY  HOME SWEET HOME DOORMAT,2270,15660.12,7.281919866444073,597,321,6.085790884718499,2221.313672922252,149.0
21525,BEWARE OF THE CAT DOORMAT,2,13.5,6.75,2,1,0.005361930294906166,1.9571045576407506,4.0
21527,RETRO SPOT TRADITIONAL TEAPOT ,2045,15522.75,7.856840390879479,607,320,5.482573726541555,2001.1394101876676,141.0
21528,DAIRY MAID TRADITIONAL TEAPOT ,389,2547.55,6.857692307692307,130,96,1.0428954423592494,380.65683646112603,62.0
21529,RETRO SPOT CERAMIC TOASTRACK,462,1548.9,3.4239130434782608,115,94,1.2386058981233243,452.0911528150134,67.0
21530,DAIRY MAID CERAMIC TOASTRACK,162,470.70000000000005,2.9421568627450982,49,39,0.4343163538873995,158.5254691689008,40.0
21531,RETRO SPOT SUGAR JAM BOWL,2003,4926.75,2.529347826086956,408,245,5.369973190348525,1960.0402144772117,140.0
21532,DAIRY MAID SUGAR JAM BOWL,244,512.4,2.1,75,57,0.6541554959785523,238.76675603217157,49.0
21533,RETRO SPOT LARGE MILK JUG,1882,8932.3,4.8929347826086955,545,303,5.045576407506703,1841.6353887399464,136.0
21534,DAIRY MAID LARGE MILK JUG,533,2522.85,4.901724137931034,172,125,1.4289544235924934,521.5683646112601,72.0
21535,RETRO SPOT SMALL MILK JUG,3160,8036.400000000001,2.547226502311248,630,345,8.471849865951743,3092.225201072386,176.0
21536,DAIRY MAID  SMALL  MILK JUG,215,451.5,2.1,55,42,0.5764075067024129,210.38873994638072,46.0
21537,RETRO SPOTS PUDDING BOWL,681,2841.25,4.2360335195530725,172,139,1.8257372654155497,666.3941018766757,82.0
21538,DAIRY MAID  PUDDING BOWL,96,360.0,3.75,43,39,0.257372654155496,93.94101876675603,31.0
21539,RETRO SPOTS BUTTER DISH,1485,7052.55,4.907360406091371,387,233,3.9812332439678286,1453.1501340482575,121.0
21540,DAIRY MAID CERAMIC BUTTER DISH,200,823.0,4.229166666666667,72,51,0.5361930294906166,195.71045576407508,44.0
21541,DINOSAURS WATER TRANSFER TATTOOS ,1522,1288.8999999999999,0.8472789115646259,145,117,4.080428954423592,1489.3565683646111,122.0
21542,WOODLAND WATER TRANSFER TATTOOS ,1548,1313.3999999999999,0.8486206896551723,144,111,4.150134048257373,1514.798927613941,123.0
21543,BUTTERFLY WATER TRANSFER TATTOOS ,67,56.949999999999996,0.85,12,12,0.17962466487935658,65.56300268096516,26.0
21544,SKULLS  WATER TRANSFER TATTOOS ,2692,2278.6,0.84765625,252,179,7.2171581769437,2634.2627345844508,162.0
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,202,591.1,2.9370967741935488,61,51,0.5415549597855228,197.66756032171583,44.0
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,251,735.6500000000001,2.9393333333333334,74,59,0.6729222520107239,245.6166219839142,50.0
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,272,797.6000000000001,2.9394736842105265,75,54,0.7292225201072386,266.1662198391421,52.0
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,155,454.8500000000001,2.9406976744186046,42,35,0.4155495978552279,151.67560321715817,39.0
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,165,957.75,5.924137931034483,55,41,0.44235924932975873,161.46112600536193,40.0
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,61,356.95000000000005,5.9222222222222225,18,15,0.16353887399463807,59.69168900804289,24.0
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,87,505.65000000000003,5.91875,31,24,0.23324396782841822,85.13404825737265,29.0
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,75,393.6,5.877777777777778,27,24,0.20107238605898123,73.39142091152814,27.0
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,43,249.85,5.9222222222222225,18,16,0.11528150134048257,42.07774798927614,21.0
21555,CERAMIC STRAWBERRY TRINKET TRAY,195,497.25,2.55,39,29,0.5227882037533512,190.8176943699732,44.0
21556,CERAMIC STRAWBERRY MONEY BOX,581,1459.95,2.543283582089552,131,105,1.5576407506702412,568.538873994638,75.0
21557,SET OF 6 FUNKY BEAKERS,323,945.6500000000001,2.936046511627907,85,53,0.8659517426273459,316.07238605898124,56.0
21558,SKULL LUNCHBOX WITH CUTLERY ,1249,3184.95,2.55,264,153,3.3485254691689006,1222.2117962466486,111.0
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2730,6878.7,2.5432203389830503,522,255,7.319034852546917,2671.4477211796248,163.0
21561,DINOSAUR LUNCHBOX WITH CUTLERY,1164,2962.8,2.5483333333333333,268,180,3.1206434316353886,1139.034852546917,107.0
21562,HAWAIIAN GRASS SKIRT ,265,473.56,1.7984210526315791,37,31,0.710455764075067,259.3163538873995,51.0
21563,RED HEART SHAPE LOVE BUCKET ,994,2932.3,2.95,168,110,2.6648793565683646,972.6809651474531,99.0
21564,PINK  HEART SHAPE LOVE BUCKET ,775,2286.2500000000005,2.95,153,94,2.0777479892761392,758.3780160857908,87.0
21576,LETS GO SHOPPING COTTON TOTE BAG,433,950.25,2.2252475247524752,100,85,1.160857908847185,423.7131367292226,65.0
21577,SAVE THE PLANET COTTON TOTE BAG,1087,2421.75,2.238532110091743,216,166,2.9142091152815013,1063.686327077748,103.0
21578,WOODLAND DESIGN  COTTON TOTE BAG,1226,2740.5,2.240049751243781,197,140,3.28686327077748,1199.7050938337802,110.0
21579,LOLITA  DESIGN  COTTON TOTE BAG,231,519.75,2.25,55,54,0.6193029490616622,226.0455764075067,48.0
21580,RABBIT  DESIGN  COTTON TOTE BAG,279,609.75,2.2279411764705883,68,60,0.7479892761394102,273.01608579088474,52.0
21581,SKULLS  DESIGN  COTTON TOTE BAG,290,643.5,2.2327586206896552,86,76,0.7774798927613941,283.7801608579088,53.0
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.04999999999998,1.65,16,15,0.3136729222520107,114.4906166219839,34.0
21584,RETRO SPOT SMALL TUBE MATCHES,1990,3283.5,1.65,207,165,5.335120643431635,1947.3190348525468,140.0
21585,SWALLOW SMALL TUBE MATCHES,1,1.65,1.65,1,1,0.002680965147453083,0.9785522788203753,3.0
21586,KINGS CHOICE GIANT TUBE MATCHES,984,2509.2000000000003,2.55,165,129,2.6380697050938338,962.8954423592493,98.0
21587,COSY HOUR GIANT TUBE MATCHES,1748,4457.4,2.55,239,195,4.686327077747989,1710.5093833780159,131.0
21588,RETRO SPOT GIANT  TUBE MATCHES,942,2402.1,2.55,151,115,2.525469168900804,921.7962466487935,96.0
21589,SWALLOW GIANT TUBE MATCHES,515,1313.25,2.55,77,68,1.3806970509383378,503.9544235924933,71.0
21590,KINGS CHOICE CIGAR BOX MATCHES ,2382,2972.94,1.2493214285714285,271,196,6.386058981233244,2330.911528150134,153.0
21591,COSY HOUR CIGAR BOX MATCHES ,2080,2595.44,1.2491739130434782,223,184,5.576407506702413,2035.3887399463808,143.0
21592,RETRO SPOT  CIGAR BOX MATCHES ,2474,3083.38,1.2485767790262172,262,206,6.632707774798928,2420.9383378016087,156.0
21593,SWALLOW CIGAR BOX MATCHES ,814,1017.5,1.25,92,68,2.1823056300268098,796.5415549597856,89.0
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,548,1607.0000000000002,2.9381481481481484,135,98,1.4691689008042896,536.2466487935657,73.0
21610,SET 12 PEAR BOTANICAL T-LIGHTS,385,1126.15,2.9311764705882353,84,69,1.032171581769437,376.74262734584454,61.0
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,591,1743.4500000000003,2.95,131,91,1.584450402144772,578.3243967828419,76.0
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,436,1281.4,2.9413978494623656,92,73,1.1689008042895441,426.6487935656836,65.0
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,403,1181.65,2.9381188118811883,98,80,1.0804289544235925,394.3565683646113,63.0
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,857,2520.9500000000003,2.9428143712574855,165,115,2.297587131367292,838.6193029490616,92.0
21615,4 LAVENDER BOTANICAL DINNER CANDLES,139,515.25,3.71875,32,28,0.3726541554959786,136.0187667560322,37.0
21616,4 PEAR BOTANICAL DINNER CANDLES,193,720.75,3.7403846153846154,51,45,0.517426273458445,188.86058981233245,43.0
21617,4 LILY  BOTANICAL DINNER CANDLES,276,1026.0,3.7282608695652173,68,50,0.739946380697051,270.0804289544236,52.0
21618,4 WILDFLOWER BOTANICAL CANDLES,200,747.0,3.7393617021276597,46,42,0.5361930294906166,195.71045576407508,44.0
21619,4 VANILLA BOTANICAL CANDLES,156,585.0,3.75,47,43,0.41823056300268097,152.65415549597856,39.0
21620,S/4 ROSE    BOTANICAL  CANDLE,205,765.75,3.7415254237288136,56,47,0.5495978552278821,200.60321715817696,45.0
21621,VINTAGE UNION JACK BUNTING,3174,26979.0,8.5,736,413,8.509383378016086,3105.9249329758713,176.0
21622,VINTAGE UNION JACK CUSHION COVER,2292,11331.4,4.948497854077253,460,273,6.144772117962466,2242.8418230563,150.0
21623,VINTAGE UNION JACK MEMOBOARD,928,8894.74,9.908265306122448,294,213,2.487935656836461,908.0965147453082,95.0
21624,VINTAGE UNION JACK DOORSTOP,800,4660.0,5.931549815498155,271,218,2.1447721179624666,782.8418230563003,88.0
21625,VINTAGE UNION JACK APRON,353,2453.35,6.95,138,109,0.9463806970509383,345.4289544235925,59.0
21626,VINTAGE UNION JACK PENNANT,686,1337.6999999999998,1.95,86,79,1.839142091152815,671.2868632707774,82.0
21627,ELEPHANT CARNIVAL POUFFE,95,1314.6499999999999,14.743749999999999,32,26,0.2546916890080429,92.96246648793566,30.0
21628,TRIANGULAR POUFFE VINTAGE ,65,918.9499999999999,14.861999999999998,25,17,0.1742627345844504,63.6058981233244,25.0
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,52,413.40000000000003,7.950000000000001,26,16,0.13941018766756033,50.884718498659524,23.0
21630,FLOOR CUSHION ELEPHANT CARNIVAL,53,474.34999999999997,8.95,27,13,0.14209115281501342,51.8632707774799,23.0
21631,HIPPY CHIC DECORATIVE PARASOL,51,650.25,12.75,26,24,0.13672922252010725,49.90616621983914,22.0
21632,VINTAGE PINK DECORATIVE PARASOL,42,535.5,12.75,27,25,0.1126005361930295,41.09919571045577,20.0
21633,SUNFLOWER DECORATIVE PARASOL,40,510.0,12.75,20,19,0.10723860589812333,39.14209115281501,20.0
21634,ASSORTED MINI MADRAS NOTEBOOK,482,602.5,1.25,22,22,1.292225201072386,471.66219839142093,69.0
21635,MADRAS NOTEBOOK LARGE ,130,487.5,3.75,26,23,0.3485254691689008,127.2117962466488,36.0
21636,MADRAS NOTEBOOK MEDIUM,92,234.6,2.55,17,15,0.24664879356568364,90.02680965147454,30.0
21637,ASSORTED SANSKRIT MINI NOTEBOOK,805,1006.25,1.25,37,34,2.158176943699732,787.734584450402,89.0
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,713,1497.3000000000002,2.1,87,68,1.9115281501340482,697.7077747989276,84.0
21639,ASSORTED TUTTI FRUTTI KEYRING,201,170.85,0.85,12,11,0.5388739946380697,196.68900804289544,44.0
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,1186,1008.0999999999999,0.8499999999999999,86,74,3.1796246648793565,1160.5630026809652,108.0
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,391,332.34999999999997,0.85,24,24,1.0482573726541555,382.61394101876675,62.0
21642,ASSORTED TUTTI FRUTTI PEN,1433,1218.05,0.85,93,79,3.841823056300268,1402.265415549598,118.0
21643,ASSORTED TUTTI FRUTTI MIRROR,833,1036.69,1.2473972602739727,73,59,2.233243967828418,815.1340482573727,90.0
21644,ASSORTED TUTTI FRUTTI HEART BOX,793,991.25,1.25,85,60,2.1260053619302948,775.9919571045576,88.0
21645,ASSORTED TUTTI FRUTTI ROUND BOX,855,1410.75,1.65,113,84,2.292225201072386,836.6621983914209,91.0
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,684,1436.4,2.1,87,77,1.8337801608579087,669.3297587131367,82.0
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1414,1762.94,1.2477906976744186,84,73,3.7908847184986594,1383.6729222520107,118.0
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,169,498.55000000000007,2.95,21,18,0.45308310991957107,165.37533512064343,41.0
21650,ASSORTED TUTTI FRUTTI BRACELET,504,327.6,0.65,39,38,1.351206434316354,493.1903485254692,70.0
21651,HANGING GLASS ETCHED TEALIGHT,996,1614.6000000000001,1.642079207920792,100,76,2.670241286863271,974.6380697050938,99.0
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,867,1625.85,1.9253424657534244,72,64,2.324396782841823,848.4048257372655,92.0
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,699,1464.9,2.0948979591836734,94,73,1.873994638069705,684.0080428954424,83.0
21654,RIDGED GLASS FINGER BOWL,129,187.04999999999998,1.45,15,15,0.34584450402144773,126.23324396782841,36.0
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,750,1215.66,1.6663934426229507,61,52,2.0107238605898123,733.9142091152816,86.0
21656,RIDGED GLASS POSY VASE ,632,873.1999999999999,1.4315384615384614,65,53,1.6943699731903485,618.4450402144772,79.0
21657,MILK BOTTLE WITH GLASS STOPPER ,210,1423.5,6.912962962962964,81,71,0.5630026809651475,205.49597855227884,45.0
21658,GLASS  BEURRE DISH,1261,4823.030000000001,3.920909090909091,225,121,3.3806970509383376,1233.9544235924932,111.0
21659,GLASS CAKE STAND,110,1591.7,14.87142857142857,56,45,0.2949061662198391,107.64075067024127,33.0
21661,VINTAGE GLASS TEA CADDY,216,1261.2,5.923684210526315,75,53,0.579088471849866,211.36729222520108,46.0
21662,VINTAGE GLASS COFFEE CADDY,165,969.75,5.934375,63,46,0.44235924932975873,161.46112600536193,40.0
21663,VINTAGE GLASS SUGAR CADDY,69,404.55,5.93,25,21,0.18498659517426275,67.5201072386059,26.0
21664,RIDGED GLASS STORAGE JAR CREAM LID,140,516.36,3.7412195121951215,40,34,0.3753351206434316,136.99731903485252,37.0
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,468,304.2,0.65,36,32,1.2546916890080428,457.9624664879356,68.0
21666, RIDGED GLASS T-LIGHT HOLDER,406,263.9,0.65,29,26,1.0884718498659518,397.2922252010724,63.0
21667,GLASS CAKE COVER AND PLATE,327,5242.65,16.607142857142858,140,118,0.8766756032171582,319.98659517426273,57.0
21668,RED STRIPE CERAMIC DRAWER KNOB,3030,3788.1,1.2501811594202898,272,152,8.123324396782841,2965.0134048257373,172.0
21669,BLUE STRIPE CERAMIC DRAWER KNOB,3111,3884.79,1.249505300353357,278,151,8.340482573726542,3044.2761394101876,174.0
21670,BLUE SPOT CERAMIC DRAWER KNOB,3059,3824.35,1.2501712328767123,288,166,8.201072386058982,2993.3914209115283,173.0
21671,RED SPOT CERAMIC DRAWER KNOB,3044,3801.04,1.2494982078853047,277,165,8.160857908847184,2978.7131367292222,173.0
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,3501,4376.85,1.2501618122977347,303,177,9.386058981233244,3425.911528150134,185.0
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,3108,3871.92,1.248804347826087,275,158,8.332439678284182,3041.340482573726,174.0
21674,RIDGED GLASS PENDANT LAMPSHADE,43,680.8499999999999,16.505555555555553,9,8,0.11528150134048257,42.07774798927614,21.0
21675,BUTTERFLIES STICKERS,1082,919.6999999999999,0.85,112,93,2.900804289544236,1058.7935656836462,103.0
21676,FLOWERS  STICKERS,741,547.77,0.7962121212121211,66,58,1.9865951742627346,725.1072386058981,85.0
21677,HEARTS  STICKERS,1190,1008.3799999999999,0.8478688524590163,122,99,3.190348525469169,1164.4772117962466,108.0
21678,PAISLEY PATTERN  STICKERS,298,230.73999999999998,0.8196774193548387,31,27,0.7989276139410187,291.60857908847186,54.0
21679,SKULLS  STICKERS,1851,1571.79,0.8492777777777778,179,136,4.962466487935657,1811.3002680965149,135.0
21680,WOODLAND  STICKERS,1098,933.3,0.85,94,79,2.9436997319034854,1074.4504021447722,104.0
21681,GIANT MEDINA STAMPED METAL BOWL ,226,2144.2999999999997,9.89041095890411,72,61,0.6058981233243967,221.15281501340482,47.0
21682,LARGE MEDINA STAMPED METAL BOWL ,319,1579.05,4.95,93,79,0.8552278820375335,312.15817694369974,56.0
21683,MEDIUM MEDINA STAMPED METAL BOWL ,446,1315.7000000000003,2.95,85,69,1.195710455764075,436.43431635388737,66.0
21684,SMALL MEDINA STAMPED METAL BOWL ,580,492.99999999999994,0.85,53,43,1.5549597855227881,567.5603217158176,75.0
21685,MEDINA STAMPED METAL TRAY ,3,44.849999999999994,14.95,2,2,0.00804289544235925,2.935656836461126,5.0
21686,MEDINA STAMPED METAL STOOL,29,1068.5500000000002,38.28333333333334,12,8,0.0777479892761394,28.378016085790883,17.0
21687,SILVER PLATE CANDLE BOWL LARGE,374,1375.5,3.736829268292683,77,55,1.002680965147453,365.97855227882036,60.0
21688,SILVER PLATE CANDLE BOWL SMALL,521,1536.9500000000003,2.95,74,68,1.3967828418230563,509.82573726541557,71.0
21689,SILVER VANILLA  FLOWER CANDLE POT,150,559.62,3.728823529411765,32,27,0.40214477211796246,146.7828418230563,38.0
21690,SILVER  CANDLEPOT JARDIN ,244,914.2,3.73974358974359,72,62,0.6541554959785523,238.76675603217157,49.0
21691,SILVER VANILLA FLOWER CANDLE POT,240,898.56,3.7450684931506846,66,56,0.6434316353887399,234.85254691689008,48.0
21692,SILVER LATTICE VANILLA CANDLE POT,436,1633.56,3.7466355140186915,99,77,1.1689008042895441,426.6487935656836,65.0
21693,SMALL HAMMERED SILVER CANDLEPOT ,495,1457.8500000000001,2.94344262295082,61,53,1.3270777479892761,484.38337801608577,70.0
21694,SMALL REGAL  SILVER CANDLEPOT ,261,769.9500000000002,2.95,44,36,0.6997319034852547,255.40214477211796,51.0
21695,SMALL SILVER FLOWER CANDLE POT,262,763.3000000000001,2.9109756097560977,41,32,0.7024128686327078,256.38069705093835,51.0
21696,SMALL SILVER TRELLIS CANDLEPOT,532,1569.4000000000003,2.95,69,60,1.4262734584450403,520.5898123324397,72.0
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,84,141.96,1.69,5,4,0.225201072386059,82.19839142091153,29.0
21698,MOCK LOBSTER FRIDGE MAGNET,184,151.72,0.845,26,20,0.4932975871313673,180.05361930294907,42.0
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,36,60.84,1.69,2,2,0.09651474530831099,35.22788203753351,19.0
21700,BIG DOUGHNUT FRIDGE MAGNETS,3409,2878.93,0.8455932203389831,235,144,9.13941018766756,3335.8847184986594,183.0
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,92,155.48000000000002,1.6900000000000002,6,5,0.24664879356568364,90.02680965147454,30.0
21703,BAG 125g SWIRLY MARBLES,2058,864.36,0.42,178,149,5.517426273458445,2013.8605898123324,142.0
21704,BAG 250g SWIRLY MARBLES,2521,2141.29,0.8494468085106384,230,176,6.758713136729223,2466.930294906166,157.0
21705,BAG 500g SWIRLY MARBLES,515,849.75,1.65,68,62,1.3806970509383378,503.9544235924933,71.0
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",624,2368.8,4.686842105263159,114,89,1.6729222520107239,610.6166219839142,78.0
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",388,1632.6000000000001,4.801851851851851,81,68,1.0402144772117963,379.6782841823056,62.0
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,317,1209.15,4.686842105263159,56,49,0.8498659517426274,310.20107238605897,56.0
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,207,808.65,4.7625,48,43,0.5549597855227882,202.5603217158177,45.0
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,348,1146.6,4.521428571428571,55,52,0.9329758713136729,340.5361930294906,58.0
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,178,665.1,4.65,30,30,0.4772117962466488,174.1823056300268,42.0
21713,CITRONELLA CANDLE FLOWERPOT,1021,2141.85,2.098684210526316,187,143,2.7372654155495977,999.1018766756032,100.0
21714,CITRONELLA CANDLE GARDEN POT,1415,1768.75,1.25,190,143,3.7935656836461127,1384.6514745308311,118.0
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1422,3539.7,2.5349162011173183,176,152,3.812332439678284,1391.5013404825736,118.0
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1519,3689.13,2.5159171597633136,166,143,4.072386058981233,1486.42091152815,122.0
21717,EASTER TIN BUCKET,936,2289.6,2.511057692307692,104,92,2.5093833780160857,915.9249329758712,96.0
21718,RED METAL BEACH SPADE ,1598,1985.5,1.2475460122699387,161,133,4.2841823056300266,1563.7265415549598,125.0
21719,LOVELY BONBON STICKER SHEET,553,468.48999999999995,0.848,64,50,1.482573726541555,541.1394101876676,74.0
21720,CAKE SHOP  STICKER SHEET,807,684.39,0.8483544303797468,79,67,2.163538873994638,789.6916890080429,89.0
21721,CANDY SHOP  STICKER SHEET,795,672.63,0.846338028169014,71,57,2.131367292225201,777.9490616621983,88.0
21722,SWEET PUDDING STICKER SHEET,146,124.1,0.8499999999999999,26,23,0.3914209115281501,142.8686327077748,38.0
21723,ALPHABET HEARTS STICKER SHEET,416,353.59999999999997,0.85,58,50,1.1152815013404827,407.0777479892762,64.0
