Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13088,53,1,236.11,3,1,2,6,Potential Loyalists,1
13089,4,96,43072.05,5,5,5,15,Champions,2
13090,1,10,2580.52,5,5,5,15,Champions,2
13091,365,2,1682.48,1,2,4,7,Cant Lose Them,0
13092,50,7,1662.45,3,5,4,12,Loyal Customers,0
13093,9,46,30751.05,5,5,5,15,Champions,2
13094,25,1,145.8,4,1,1,6,New Customers,3
13096,30,1,419.7000000000001,4,1,2,7,New Customers,3
13097,24,18,7320.88,4,5,5,14,Champions,2
13101,134,3,563.01,2,3,3,8,At Risk,0
13102,1,14,5096.1900000000005,5,5,5,15,Champions,2
13103,73,2,465.70000000000005,2,2,3,7,Cant Lose Them,1
13104,51,3,289.98,3,3,2,8,Loyal Customers,3
13106,49,1,425.20000000000005,3,1,2,6,Potential Loyalists,3
13107,49,5,2517.01,3,4,5,12,Loyal Customers,0
13108,8,2,619.7,5,2,3,10,New Customers,3
13109,187,1,337.41,1,1,2,4,Lost,1
13110,73,5,1468.8,2,4,4,10,At Risk,0
13111,354,1,311.8,1,1,2,4,Lost,1
13112,177,1,20.599999999999998,2,1,1,4,Hibernating,1
13113,2,14,6297.08,5,5,5,15,Champions,2
13114,366,1,234.38,1,1,2,4,Lost,1
13115,15,6,3135.12,5,4,5,14,Champions,2
13117,1,12,1653.14,5,5,4,14,Champions,2
13118,12,4,1205.0,5,4,4,13,Champions,0
13119,304,1,134.9,1,1,1,3,Lost,1
13123,108,2,506.75,2,2,3,7,Cant Lose Them,1
13124,21,1,833.49,4,1,3,8,New Customers,3
13125,159,1,148.62,2,1,1,4,Hibernating,1
13126,2,7,1863.09,5,5,5,15,Champions,2
13128,267,1,263.5,1,1,2,4,Lost,1
13129,88,2,201.75,2,2,1,5,Hibernating,1
13131,54,4,2240.4700000000003,3,4,5,12,Loyal Customers,0
13133,95,1,90.65,2,1,1,4,Hibernating,1
13134,38,2,681.65,3,2,3,8,Potential Loyalists,3
13135,127,1,275.45,2,1,2,5,Hibernating,1
13136,11,8,3666.9500000000003,5,5,5,15,Champions,2
13137,22,8,3983.65,4,5,5,14,Champions,2
13138,8,2,504.85,5,2,3,10,New Customers,3
13139,73,1,2707.96,2,1,5,8,Cant Lose Them,0
13140,2,3,749.11,5,3,3,11,Loyal Customers,3
13141,21,12,5099.81,4,5,5,14,Champions,2
13143,220,1,405.1,1,1,2,4,Lost,1
13144,67,1,24.4,3,1,1,5,Potential Loyalists,1
13145,8,3,499.0,5,3,3,11,Loyal Customers,3
13148,25,14,4774.24,4,5,5,14,Champions,2
13150,120,3,248.84999999999997,2,3,2,7,At Risk,1
13151,261,2,1207.3400000000001,1,2,4,7,Cant Lose Them,0
13152,53,7,2146.38,3,5,5,13,Loyal Customers,0
13154,35,3,1562.44,4,3,4,11,Loyal Customers,0
13155,4,3,778.4200000000001,5,3,3,11,Loyal Customers,3
13156,21,3,1558.7,4,3,4,11,Loyal Customers,0
13157,45,5,3367.62,3,4,5,12,Loyal Customers,0
13158,24,1,307.12,4,1,2,7,New Customers,3
13161,136,1,359.38,2,1,2,5,Hibernating,1
13162,16,11,5641.18,4,5,5,14,Champions,2
13163,246,1,17.65,1,1,1,3,Lost,1
13164,205,2,331.40000000000003,1,2,2,5,Hibernating,1
13165,49,1,51.36,3,1,1,5,Potential Loyalists,1
13166,50,1,418.40999999999997,3,1,2,6,Potential Loyalists,3
13167,26,1,318.7,4,1,2,7,New Customers,3
13168,178,1,541.14,1,1,3,5,Cant Lose Them,1
13169,198,1,127.2,1,1,1,3,Lost,1
13173,3,10,2034.99,5,5,5,15,Champions,2
13174,5,10,6561.12,5,5,5,15,Champions,2
13175,218,2,831.45,1,2,3,6,Cant Lose Them,1
13177,66,1,229.75,3,1,2,6,Potential Loyalists,1
13178,33,10,8141.72,4,5,5,14,Champions,2
13179,254,1,572.3100000000001,1,1,3,5,Cant Lose Them,1
13180,243,1,86.10000000000001,1,1,1,3,Lost,1
13181,17,1,359.69,4,1,2,7,New Customers,3
13183,30,6,604.0,4,4,3,11,Loyal Customers,0
13187,260,3,105.34,1,3,1,5,At Risk,1
13190,180,3,440.95,1,3,2,6,At Risk,1
13191,294,1,164.69,1,1,1,3,Lost,1
13192,171,4,1636.14,2,4,4,10,At Risk,0
13194,57,1,289.2,3,1,2,6,Potential Loyalists,1
13195,50,1,136.73,3,1,1,5,Potential Loyalists,1
13196,79,3,1271.06,2,3,4,9,At Risk,0
13197,245,1,373.01000000000005,1,1,2,4,Lost,1
13198,23,2,1572.99,4,2,4,10,New Customers,0
13199,2,25,2845.01,5,5,5,15,Champions,2
13201,138,4,1233.06,2,4,4,10,At Risk,0
13202,30,7,1580.3,4,5,4,13,Champions,0
13203,22,6,1703.91,4,4,4,12,Champions,0
13204,367,1,966.6600000000001,1,1,4,6,Cant Lose Them,1
13206,36,13,7407.27,4,5,5,14,Champions,2
13207,87,2,285.6,2,2,2,6,Hibernating,1
13208,85,3,698.65,2,3,3,8,At Risk,0
13209,150,5,1905.1,2,4,5,11,At Risk,0
13211,17,7,1217.59,4,5,4,13,Champions,2
13213,19,6,1712.1000000000001,4,4,4,12,Champions,0
13214,53,7,3139.4900000000002,3,5,5,13,Loyal Customers,0
13219,254,1,76.23,1,1,1,3,Lost,1
13220,211,1,516.8,1,1,3,5,Cant Lose Them,1
13222,213,1,88.5,1,1,1,3,Lost,1
13223,208,2,60.0,1,2,1,4,Hibernating,1
13225,57,8,4721.5,3,5,5,13,Loyal Customers,0
13226,29,1,204.25,4,1,1,6,New Customers,3
13230,1,17,3430.47,5,5,5,15,Champions,2
13233,56,2,505.58,3,2,3,8,Potential Loyalists,3
13234,308,2,346.5,1,2,2,5,Hibernating,1
13237,23,1,643.0,4,1,3,8,New Customers,3
13238,66,2,305.9,3,2,2,7,Potential Loyalists,1
13239,73,4,1255.6299999999999,2,4,4,10,At Risk,0
13240,1,5,1022.29,5,4,4,13,Champions,2
13241,47,1,112.53,3,1,1,5,Potential Loyalists,1
13242,87,4,429.0,2,4,2,8,At Risk,0
13243,85,4,635.26,2,4,3,9,At Risk,0
13245,68,1,558.72,3,1,3,7,Potential Loyalists,1
13246,29,5,1381.8700000000001,4,4,4,12,Champions,0
13249,281,2,116.0,1,2,1,4,Hibernating,1
13250,96,2,253.09,2,2,2,6,Hibernating,1
13251,38,1,252.68,3,1,2,6,Potential Loyalists,3
13252,30,2,399.3,4,2,2,8,New Customers,3
13253,66,2,1452.55,3,2,4,9,Potential Loyalists,0
13254,12,1,51.41,5,1,1,7,New Customers,3
13255,9,2,278.15,5,2,2,9,New Customers,3
13257,72,1,149.75,2,1,1,4,Hibernating,1
13258,15,2,336.59999999999997,5,2,2,9,New Customers,3
13259,33,8,1119.36,4,5,4,13,Champions,0
13262,25,2,373.16,4,2,2,8,New Customers,3
13263,29,4,1239.27,4,4,4,12,Champions,0
13264,78,1,722.5600000000001,2,1,3,6,Cant Lose Them,1
13266,49,7,1937.3600000000001,3,5,5,13,Loyal Customers,0
13267,2,18,5216.610000000001,5,5,5,15,Champions,2
13269,5,13,2930.23,5,5,5,15,Champions,2
13274,45,1,360.85,3,1,2,6,Potential Loyalists,3
13275,19,2,238.86,4,2,2,8,New Customers,3
13276,33,3,1300.98,4,3,4,11,Loyal Customers,0
13277,16,3,264.9,4,3,2,9,Loyal Customers,3
13278,35,3,811.64,4,3,3,10,Loyal Customers,0
13280,15,4,1362.39,5,4,4,13,Champions,0
13281,75,1,350.85,2,1,2,5,Hibernating,1
13282,42,1,181.05,3,1,1,5,Potential Loyalists,3
13283,203,2,279.7,1,2,2,5,Hibernating,1
13285,236,2,625.23,1,2,3,6,Cant Lose Them,1
13286,236,1,734.91,1,1,3,5,Cant Lose Them,1
13287,239,3,781.59,1,3,3,7,At Risk,0
13288,145,2,227.65,2,2,2,6,Hibernating,1
13289,359,1,307.95,1,1,2,4,Lost,1
13290,74,1,208.63,2,1,1,4,Hibernating,1
13291,50,10,2883.28,3,5,5,13,Loyal Customers,2
13292,51,3,415.57,3,3,2,8,Loyal Customers,3
13293,28,6,1192.94,4,4,4,12,Champions,0
13294,282,1,815.79,1,1,3,5,Cant Lose Them,1
13295,12,3,900.77,5,3,4,12,Loyal Customers,3
13296,59,5,705.11,3,4,3,10,Loyal Customers,0
13297,21,3,1033.53,4,3,4,11,Loyal Customers,0
13299,59,2,1076.2,3,2,4,9,Potential Loyalists,0
13300,24,2,913.62,4,2,4,10,New Customers,3
13302,162,1,95.45,2,1,1,4,Hibernating,1
13303,36,1,61.72,4,1,1,6,New Customers,1
13304,91,3,917.57,2,3,4,9,At Risk,0
13305,8,7,1700.87,5,5,4,14,Champions,2
13306,66,1,53.65,3,1,1,5,Potential Loyalists,1
13307,123,2,258.34,2,2,2,6,Hibernating,1
13308,232,1,284.86,1,1,2,4,Lost,1
13309,28,1,249.58,4,1,2,7,New Customers,3
13310,16,2,409.17,4,2,2,8,New Customers,3
13312,87,1,124.75,2,1,1,4,Hibernating,1
13313,115,7,1851.44,2,5,5,12,At Risk,0
13315,325,1,310.26000000000005,1,1,2,4,Lost,1
13316,28,6,2248.37,4,4,5,13,Champions,0
13317,21,13,3820.251,4,5,5,14,Champions,2
13319,1,34,10752.300000000001,5,5,5,15,Champions,2
13320,70,2,679.4,3,2,3,8,Potential Loyalists,0
13324,64,8,2010.8,3,5,5,13,Loyal Customers,0
13326,68,1,281.76,3,1,2,6,Potential Loyalists,1
13327,1,14,6251.71,5,5,5,15,Champions,2
13329,2,7,2672.81,5,5,5,15,Champions,2
13330,91,3,1540.93,2,3,4,9,At Risk,0
13331,37,1,262.4,3,1,2,6,Potential Loyalists,3
13333,47,3,939.9,3,3,4,10,Loyal Customers,0
13334,172,2,2699.48,2,2,5,9,Cant Lose Them,0
13337,182,1,1484.54,1,1,4,6,Cant Lose Them,0
13338,177,3,1932.2,2,3,5,10,At Risk,0
13340,53,5,7098.78,3,4,5,12,Loyal Customers,0
13346,98,5,239.4,2,4,2,8,At Risk,0
13357,130,4,3186.03,2,4,5,11,At Risk,0
13359,39,1,603.75,3,1,3,7,Potential Loyalists,3
13360,67,4,1492.69,3,4,4,11,Loyal Customers,0
13361,108,2,1450.5,2,2,4,8,Cant Lose Them,0
13362,14,3,2221.73,5,3,5,13,Loyal Customers,0
13363,45,1,731.36,3,1,3,7,Potential Loyalists,3
13367,67,1,409.4,3,1,2,6,Potential Loyalists,1
13368,50,2,498.1,3,2,3,8,Potential Loyalists,3
13369,1,1,308.28000000000003,5,1,2,8,New Customers,3
13370,7,1,740.95,5,1,3,9,New Customers,3
13371,141,2,2192.06,2,2,5,9,Cant Lose Them,0
13373,51,3,4105.98,3,3,5,11,Loyal Customers,0
13374,50,2,422.8,3,2,2,7,Potential Loyalists,3
13375,80,1,629.1,2,1,3,6,Cant Lose Them,1
13377,32,2,1552.88,4,2,4,10,New Customers,0
13380,68,1,62.4,3,1,1,5,Potential Loyalists,1
13381,15,6,4164.58,5,4,5,14,Champions,2
13382,64,4,1164.5900000000001,3,4,4,11,Loyal Customers,0
13384,26,4,2159.06,4,4,5,13,Champions,0
13386,50,2,595.46,3,2,3,8,Potential Loyalists,3
13387,53,1,186.94,3,1,1,5,Potential Loyalists,1
13388,239,1,438.95,1,1,2,4,Lost,1
13392,313,1,91.14,1,1,1,3,Lost,1
13393,219,4,1106.25,1,4,4,9,At Risk,0
13394,15,11,4000.86,5,5,5,15,Champions,2
13395,36,2,711.23,4,2,3,9,New Customers,3
13397,73,5,1511.9,2,4,4,10,At Risk,0
13398,84,1,213.0,2,1,1,4,Hibernating,1
13399,100,3,275.4,2,3,2,7,At Risk,1
13400,218,1,306.51,1,1,2,4,Lost,1
13402,8,3,899.98,5,3,4,12,Loyal Customers,3
13403,23,2,154.5,4,2,1,7,New Customers,3
13405,117,3,520.4,2,3,3,8,At Risk,0
13406,63,1,288.6,3,1,2,6,Potential Loyalists,1
13407,214,3,2007.3400000000001,1,3,5,9,At Risk,0
13408,9,43,12962.032000000001,5,5,5,15,Champions,2
13410,29,3,514.1800000000001,4,3,3,10,Loyal Customers,3
13412,256,1,487.35,1,1,3,5,Cant Lose Them,1
13413,275,5,146.63,1,4,1,6,At Risk,1
13414,99,3,567.48,2,3,3,8,At Risk,0
13415,266,3,651.5699999999999,1,3,3,7,At Risk,0
13416,372,1,228.3,1,1,2,4,Lost,1
13417,183,4,1028.66,1,4,4,9,At Risk,0
13418,8,15,5247.79,5,5,5,15,Champions,2
13421,42,6,2123.28,3,4,5,12,Loyal Customers,0
13423,64,1,217.03,3,1,1,5,Potential Loyalists,1
13424,85,1,572.77,2,1,3,6,Cant Lose Them,1
13425,144,2,1705.26,2,2,4,8,Cant Lose Them,0
13426,18,12,4142.82,4,5,5,14,Champions,2
13427,113,3,423.93,2,3,2,7,At Risk,0
13428,150,2,276.76,2,2,2,6,Hibernating,1
13431,42,6,1814.34,3,4,4,11,Loyal Customers,0
13432,207,2,439.1,1,2,2,5,Hibernating,1
13433,137,4,658.32,2,4,3,9,At Risk,0
13434,21,3,691.98,4,3,3,10,Loyal Customers,3
13435,12,2,532.8,5,2,3,10,New Customers,3
13438,183,1,46.5,1,1,1,3,Lost,1
13439,24,2,634.74,4,2,3,9,New Customers,3
13440,59,7,1295.25,3,5,4,12,Loyal Customers,0
13441,67,1,424.26,3,1,2,6,Potential Loyalists,1
13442,303,3,419.87,1,3,2,6,At Risk,1
13443,84,5,1249.3700000000001,2,4,4,10,At Risk,0
13444,10,2,619.08,5,2,3,10,New Customers,3
13445,262,1,201.0,1,1,1,3,Lost,1
13446,66,11,3281.89,3,5,5,13,Loyal Customers,2
13448,9,9,5500.9,5,5,5,15,Champions,2
13450,10,7,1023.68,5,5,4,14,Champions,2
13451,17,6,4191.8,4,4,5,13,Champions,2
13452,108,1,139.8,2,1,1,4,Hibernating,1
13453,38,1,424.71,3,1,2,6,Potential Loyalists,3
13454,277,1,219.87,1,1,1,3,Lost,1
13455,2,5,1847.5900000000001,5,4,4,13,Champions,2
13457,324,2,148.22,1,2,1,4,Hibernating,1
13458,15,2,2312.7000000000003,5,2,5,12,New Customers,0
13459,260,2,1101.19,1,2,4,7,Cant Lose Them,0
13461,43,3,992.2,3,3,4,10,Loyal Customers,0
13462,46,4,1002.35,3,4,4,11,Loyal Customers,0
13464,30,5,2422.96,4,4,5,13,Champions,0
13465,82,2,869.68,2,2,4,8,Cant Lose Them,0
13466,44,4,705.45,3,4,3,10,Loyal Customers,0
13468,4,38,7620.14,5,5,5,15,Champions,2
13469,289,1,82.4,1,1,1,3,Lost,1
13472,99,2,592.24,2,2,3,7,Cant Lose Them,0
13473,210,6,2116.08,1,4,5,10,At Risk,0
13474,79,2,419.75,2,2,2,6,Hibernating,1
13476,42,3,823.0,3,3,3,9,Loyal Customers,0
13477,91,5,1241.83,2,4,4,10,At Risk,0
13478,105,5,2084.02,2,4,5,11,At Risk,0
13479,88,2,550.42,2,2,3,7,Cant Lose Them,0
13480,52,2,613.9,3,2,3,8,Potential Loyalists,3
13481,10,6,2026.28,5,4,5,14,Champions,2
13482,263,1,151.45,1,1,1,3,Lost,1
13484,19,2,476.92,4,2,3,9,New Customers,3
13485,12,10,2444.02,5,5,5,15,Champions,2
13487,141,2,271.47,2,2,2,6,Hibernating,1
13488,3,11,6312.37,5,5,5,15,Champions,2
13490,290,1,154.25,1,1,1,3,Lost,1
13491,8,18,3275.7400000000002,5,5,5,15,Champions,2
13495,4,6,3241.07,5,4,5,14,Champions,2
13497,4,5,972.2800000000001,5,4,4,13,Champions,2
13498,366,1,230.3,1,1,2,4,Lost,1
13500,37,1,299.53,3,1,2,6,Potential Loyalists,3
13501,122,2,1544.79,2,2,4,8,Cant Lose Them,0
13502,51,2,488.5,3,2,3,8,Potential Loyalists,3
13503,115,5,1642.39,2,4,4,10,At Risk,0
13506,5,4,1166.76,5,4,4,13,Champions,2
13508,278,1,176.07999999999998,1,1,1,3,Lost,1
13509,143,1,60.0,2,1,1,4,Hibernating,1
13510,11,6,2701.93,5,4,5,14,Champions,2
13511,312,1,282.76,1,1,2,4,Lost,1
13512,23,3,462.18,4,3,3,10,Loyal Customers,3
13513,77,2,619.49,2,2,3,7,Cant Lose Them,0
13514,64,3,663.7,3,3,3,9,Loyal Customers,0
13515,85,2,374.7,2,2,2,6,Hibernating,1
13516,53,1,295.85,3,1,2,6,Potential Loyalists,1
13519,78,1,220.46,2,1,1,4,Hibernating,1
13520,7,6,3285.05,5,4,5,14,Champions,2
13523,2,2,1096.32,5,2,4,11,New Customers,3
13526,374,2,408.56,1,2,2,5,Hibernating,1
13527,54,5,2298.93,3,4,5,12,Loyal Customers,0
13530,270,1,402.98,1,1,2,4,Lost,1
13531,2,5,1254.72,5,4,4,13,Champions,2
13534,15,10,1850.82,5,5,5,15,Champions,2
13535,38,1,89.5,3,1,1,5,Potential Loyalists,1
13537,61,2,717.85,3,2,3,8,Potential Loyalists,0
13538,32,5,1739.88,4,4,4,12,Champions,0
13539,56,4,938.02,3,4,4,11,Loyal Customers,0
13540,103,3,632.39,2,3,3,8,At Risk,0
13541,63,2,500.25,3,2,3,8,Potential Loyalists,3
13542,12,17,3959.4900000000002,5,5,5,15,Champions,2
13543,270,2,1439.61,1,2,4,7,Cant Lose Them,0
13544,47,4,514.14,3,4,3,10,Loyal Customers,0
13545,26,2,352.33,4,2,2,8,New Customers,3
13546,18,2,465.15,4,2,3,9,New Customers,3
13547,44,1,167.08,3,1,1,5,Potential Loyalists,1
13548,107,1,223.28,2,1,1,4,Hibernating,1
13549,23,1,87.6,4,1,1,6,New Customers,3
13550,19,1,321.55,4,1,2,7,New Customers,3
13551,302,1,152.39999999999998,1,1,1,3,Lost,1
13552,64,10,3208.85,3,5,5,13,Loyal Customers,0
13553,310,1,499.6,1,1,3,5,Cant Lose Them,1
13554,16,7,1629.35,4,5,4,13,Champions,2
13555,14,9,4509.01,5,5,5,15,Champions,2
13556,65,2,186.9,3,2,1,6,Potential Loyalists,1
13557,51,11,2346.92,3,5,5,13,Loyal Customers,2
13561,33,10,1620.74,4,5,4,13,Champions,2
13562,37,5,3038.85,3,4,5,12,Loyal Customers,0
13564,4,35,15221.75,5,5,5,15,Champions,2
13565,47,1,174.57999999999998,3,1,1,5,Potential Loyalists,1
13566,70,3,831.76,3,3,3,9,Loyal Customers,0
13567,64,4,1079.29,3,4,4,11,Loyal Customers,0
13569,3,3,497.74,5,3,3,11,Loyal Customers,3
13571,18,14,2430.08,4,5,5,14,Champions,2
13573,15,4,384.77,5,4,2,11,Loyal Customers,3
13574,47,1,404.45,3,1,2,6,Potential Loyalists,3
13576,9,11,2397.32,5,5,5,15,Champions,2
13577,18,7,1781.52,4,5,4,13,Champions,2
13578,45,1,76.14,3,1,1,5,Potential Loyalists,1
13579,5,4,1017.28,5,4,4,13,Champions,3
13580,42,1,107.75,3,1,1,5,Potential Loyalists,1
13581,50,1,162.53,3,1,1,5,Potential Loyalists,1
13582,25,2,241.68,4,2,2,8,New Customers,3
13583,315,1,664.001,1,1,3,5,Cant Lose Them,1
13584,134,2,201.3,2,2,1,5,Hibernating,1
13585,166,3,418.86,2,3,2,7,At Risk,1
13586,177,1,127.28,2,1,1,4,Hibernating,1
13587,85,3,437.8,2,3,2,7,At Risk,0
13589,85,4,741.09,2,4,3,9,At Risk,0
13590,11,12,3726.5,5,5,5,15,Champions,2
13591,71,4,976.81,3,4,4,11,Loyal Customers,0
13593,23,9,3481.4100000000003,4,5,5,14,Champions,2
13594,121,1,136.35000000000002,2,1,1,4,Hibernating,1
13595,152,3,784.48,2,3,3,8,At Risk,0
13597,36,2,396.71,4,2,2,8,New Customers,3
13598,131,4,601.92,2,4,3,9,At Risk,0
13599,2,13,3731.44,5,5,5,15,Champions,2
13600,270,1,187.6,1,1,1,3,Lost,1
13601,28,2,452.27,4,2,3,9,New Customers,3
13602,17,3,596.28,4,3,3,10,Loyal Customers,3
13604,294,1,522.62,1,1,3,5,Cant Lose Them,1
13605,23,2,483.67,4,2,3,9,New Customers,3
13607,38,1,400.3,3,1,2,6,Potential Loyalists,3
13608,176,1,232.05,2,1,2,5,Hibernating,1
13609,229,1,167.35,1,1,1,3,Lost,1
13610,23,7,1021.38,4,5,4,13,Champions,0
13611,10,7,2143.53,5,5,5,15,Champions,2
13612,268,1,818.29,1,1,3,5,Cant Lose Them,1
13613,88,5,1039.8500000000001,2,4,4,10,At Risk,0
13614,29,2,747.28,4,2,3,9,New Customers,3
13615,35,7,5854.84,4,5,5,14,Champions,2
13616,204,2,283.85,1,2,2,5,Hibernating,1
13617,44,5,734.57,3,4,3,10,Loyal Customers,0
13619,180,2,224.94,1,2,1,4,Hibernating,1
13620,164,1,52.34,2,1,1,4,Hibernating,1
13622,332,1,658.95,1,1,3,5,Cant Lose Them,1
13623,16,5,1697.16,4,4,4,12,Champions,0
13624,24,1,328.52,4,1,2,7,New Customers,3
13625,232,1,301.26,1,1,2,4,Lost,1
13626,15,1,449.81,5,1,3,9,New Customers,3
13627,124,2,607.43,2,2,3,7,Cant Lose Them,1
13628,312,1,310.14,1,1,2,4,Lost,1
13632,30,3,1526.88,4,3,4,11,Loyal Customers,0
13634,10,11,3466.25,5,5,5,15,Champions,2
13635,78,3,1868.13,2,3,5,10,At Risk,0
13639,72,1,312.93,2,1,2,5,Hibernating,1
13640,247,1,405.0,1,1,2,4,Lost,1
13641,276,5,790.15,1,4,3,8,At Risk,0
13642,68,3,159.92,3,3,1,7,Loyal Customers,1
13643,18,7,1637.33,4,5,4,13,Champions,2
13646,35,2,326.25,4,2,2,8,New Customers,3
13647,130,4,991.6800000000001,2,4,4,10,At Risk,0
13648,36,8,1764.02,4,5,4,13,Champions,0
13649,2,5,1284.72,5,4,4,13,Champions,2
13650,10,4,1451.66,5,4,4,13,Champions,0
13651,17,1,132.65,4,1,1,6,New Customers,3
13652,4,3,1447.93,5,3,4,12,Loyal Customers,3
13653,123,1,152.2,2,1,1,4,Hibernating,1
13654,16,5,3433.63,4,4,5,13,Champions,2
13655,10,4,1306.74,5,4,4,13,Champions,0
13656,135,2,699.2,2,2,3,7,Cant Lose Them,0
13658,19,4,3325.25,4,4,5,13,Champions,0
13659,52,10,3266.96,3,5,5,13,Loyal Customers,2
13660,36,1,306.64,4,1,2,7,New Customers,3
13661,239,1,325.24,1,1,2,4,Lost,1
13662,21,8,1352.35,4,5,4,13,Champions,2
13663,16,4,1776.44,4,4,4,12,Champions,0
13665,22,3,1557.14,4,3,4,11,Loyal Customers,0
13666,56,2,43.25,3,2,1,6,Potential Loyalists,1
13668,19,14,5421.37,4,5,5,14,Champions,2
13669,43,1,135.0,3,1,1,5,Potential Loyalists,1
13671,30,1,172.6,4,1,1,6,New Customers,3
13672,366,1,233.53,1,1,2,4,Lost,1
13674,68,1,240.68,3,1,2,6,Potential Loyalists,1
13676,175,2,243.9,2,2,2,6,Hibernating,1
13677,40,2,551.24,3,2,3,8,Potential Loyalists,3
13679,129,3,281.26,2,3,2,7,At Risk,1
13680,107,8,4975.35,2,5,5,12,At Risk,0
13683,93,1,258.6,2,1,2,5,Hibernating,1
13684,26,3,529.75,4,3,3,10,Loyal Customers,3
13686,16,2,337.04,4,2,2,8,New Customers,3
13688,271,1,190.5,1,1,1,3,Lost,1
13689,80,1,19.5,2,1,1,4,Hibernating,1
13691,32,1,212.78,4,1,1,6,New Customers,3
13692,44,2,1367.36,3,2,4,9,Potential Loyalists,0
13693,10,9,1981.5800000000002,5,5,5,15,Champions,2
13694,9,48,14295.97,5,5,5,15,Champions,2
13695,213,1,71.39999999999999,1,1,1,3,Lost,1
13696,57,3,1236.4,3,3,4,10,Loyal Customers,0
13698,232,2,451.73,1,2,3,6,Cant Lose Them,1
13699,186,1,455.57,1,1,3,5,Cant Lose Them,1
13700,53,3,307.18,3,3,2,8,Loyal Customers,3
13701,82,1,161.0,2,1,1,4,Hibernating,1
13702,81,1,135.18,2,1,1,4,Hibernating,1
13703,51,1,326.06,3,1,2,6,Potential Loyalists,3
13705,9,5,1323.47,5,4,4,13,Champions,2
13706,262,1,300.38,1,1,2,4,Lost,1
13707,65,3,2204.85,3,3,5,11,Loyal Customers,0
13709,82,5,1263.7,2,4,4,10,At Risk,0
13710,59,2,329.04,3,2,2,7,Potential Loyalists,3
13711,42,7,1499.72,3,5,4,12,Loyal Customers,0
13712,246,1,265.54,1,1,2,4,Lost,1
13713,44,3,740.76,3,3,3,9,Loyal Customers,0
13714,101,1,161.35,2,1,1,4,Hibernating,1
13715,8,13,6661.42,5,5,5,15,Champions,2
13717,93,2,304.37,2,2,2,6,Hibernating,1
13719,29,6,1741.4,4,4,4,12,Champions,0
13721,31,1,217.39999999999998,4,1,1,6,New Customers,3
13722,56,7,3045.2000000000003,3,5,5,13,Loyal Customers,0
13723,28,5,934.23,4,4,4,12,Champions,0
13724,273,1,213.01,1,1,1,3,Lost,1
13727,247,6,740.6700000000001,1,4,3,8,At Risk,0
13728,23,10,1839.03,4,5,4,13,Champions,2
13729,71,3,698.33,3,3,3,9,Loyal Customers,0
13733,46,2,462.71000000000004,3,2,3,8,Potential Loyalists,3
13734,144,3,754.19,2,3,3,8,At Risk,0
13735,12,9,6879.2300000000005,5,5,5,15,Champions,2
13736,61,5,2022.67,3,4,5,12,Loyal Customers,0
13738,32,1,434.78000000000003,4,1,2,7,New Customers,3
13739,163,1,75.3,2,1,1,4,Hibernating,1
13740,51,4,1232.02,3,4,4,11,Loyal Customers,0
13745,182,1,414.32,1,1,2,4,Lost,1
13746,49,1,176.69,3,1,1,5,Potential Loyalists,1
13747,9,2,169.8,5,2,1,8,New Customers,3
13748,18,4,952.9,4,4,4,12,Champions,0
13750,49,4,1060.68,3,4,4,11,Loyal Customers,0
13752,163,1,404.45000000000005,2,1,2,5,Hibernating,1
13753,234,3,1266.91,1,3,4,8,At Risk,0
13754,73,1,164.45,2,1,1,4,Hibernating,1
13756,21,9,2824.67,4,5,5,14,Champions,2
13757,310,1,195.55,1,1,1,3,Lost,1
13758,2,10,5337.71,5,5,5,15,Champions,2
13760,40,3,1076.85,3,3,4,10,Loyal Customers,0
13761,138,4,881.52,2,4,4,10,At Risk,0
13762,285,2,231.60000000000002,1,2,2,5,Hibernating,1
13763,53,2,1028.64,3,2,4,9,Potential Loyalists,0
13764,205,3,1345.6,1,3,4,8,At Risk,0
13765,289,1,308.661,1,1,2,4,Lost,1
13766,131,1,190.35,2,1,1,4,Hibernating,1
13767,5,38,13806.35,5,5,5,15,Champions,2
13768,362,2,875.97,1,2,4,7,Cant Lose Them,1
13769,3,11,2439.4300000000003,5,5,5,15,Champions,2
13770,72,2,397.77,2,2,2,6,Hibernating,1
13771,169,5,2845.25,2,4,5,11,At Risk,0
13772,36,5,1977.39,4,4,5,13,Champions,0
13773,32,2,301.54,4,2,2,8,New Customers,3
13775,226,1,1049.66,1,1,4,6,Cant Lose Them,1
13776,64,2,623.98,3,2,3,8,Potential Loyalists,0
13777,9,23,4000.56,5,5,5,15,Champions,2
13778,127,3,793.15,2,3,3,8,At Risk,0
13779,151,1,161.13,2,1,1,4,Hibernating,1
13780,43,1,372.06,3,1,2,6,Potential Loyalists,3
13781,228,2,650.99,1,2,3,6,Cant Lose Them,1
13782,89,7,877.22,2,5,4,11,At Risk,0
13784,70,3,244.4,3,3,2,8,Loyal Customers,1
13785,64,4,542.49,3,4,3,10,Loyal Customers,0
13786,3,6,3009.79,5,4,5,14,Champions,2
13787,94,4,876.98,2,4,4,10,At Risk,0
13788,141,1,3.75,2,1,1,4,Hibernating,1
13789,24,1,239.46,4,1,2,7,New Customers,3
13792,58,1,188.4,3,1,1,5,Potential Loyalists,1
